M_SNC_MST_RCNT_ACT_OPN,TOT_HI_CRDT_CRDT_LMT,RATIO_BAL_TO_HI_CRDT,AGRGT_BAL_ALL_XCLD_MRTG,N_OF_SATISFY_FNC_REV_ACTS,AVG_BAL_ALL_FNC_REV_ACTS,N_BANK_INSTLACTS,N_FNC_INSTLACTS,N_SATISFY_INSTL_ACTS,TOT_INSTL_HI_CRDT_CRDT_LMT,M_SNC_MSTRCNT_MRTG_ACT_UPD,N_SATISFY_PRSNL_FNC_ACTS,TOT_OTHRFIN_HICRDT_CRDTLMT,N_BC_ACTS_OPN_IN_12M,N_BC_ACTS_OPN_IN_24M,AVG_BAL_ALL_PRM_BC_ACTS,N_RETAIL_ACTS_OPN_IN_24M,RATIO_RETAIL_BAL2HI_CRDT,N_30D_RATINGS,N_30D_AND_60D_RATINGS,PRCNT_OF_ACTS_NEVER_DLQNT,N_ACTS_90D_PLS_LTE_IN_6M,N_DEROG_PUB_RECS,N_INQUIRIES,N_FNC_ACTS_VRFY_IN_12M,N_OPEN_REV_ACTS,N_FNC_ACTS_OPN_IN_12M,HI_RETAIL_CRDT_LMT,N_PUB_REC_ACT_LINE_DEROGS,AUTO_HI_CRDT_2_ACTUAL,MRTG_1_MONTHLY_PAYMENT,PREM_BANKCARD_CRED_LMT,AGE,D_DEPTCARD,D_REGION_A,D_REGION_B,D_REGION_C,D_NA_M_SNC_MST_RCNT_ACT_OPN,D_NA_AVG_BAL_ALL_FNC_REV_ACTS,D_NA_M_SNCOLDST_BNKINSTL_ACTOPN,D_NA_M_SNC_OLDST_MRTG_ACT_OPN,D_NA_M_SNC_MST_RCNT_MRTG_DEAL,D_NA_RATIO_PRSNL_FNC_BAL2HICRDT,PURCHASE
21,23426,69.7,16320,1,6043,0,3,1,15426,0.664687749743121,0,23426,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,2,1,0,0,0,15426,0,0,39,0,1,0,0,0,0,1,1,1,1,0
35,16897,36.9,6229,0,1767.19720263553,1,1,1,10397,0.664687749743121,1,0,0,0,2494.41434114311,0,11.4912303766143,18,29,50,0,0,0,1,4,0,0,1,10397,0,0,43,0,0,0,0,0,1,0,1,1,0,0
73,316,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,0,4,14,16.7,0,1,2,0,1,0,316,4,0,0,0,55,1,0,0,0,0,1,1,1,1,1,0
19,120077,92.9,6968,0,1767.19720263553,0,6,1,7000,0,1,0,0,0,2494.41434114311,0,11.4912303766143,9,10,47.1,2,0,14,1,3,0,0,7,0,937,0,27,0,1,0,0,0,1,1,0,0,0,0
5,6900,17.6,1217,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,2,0,1,0,0,0,0,0,0,47,0,0,1,0,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,48,0,0,0,1,1,1,1,1,1,1,0
3,26912,83.6,22507,0,1767.19720263553,1,2,1,25912,0.664687749743121,1,0,1,1,2494.41434114311,0,11.4912303766143,22,36,36.4,0,0,9,1,1,0,0,3,0,0,0,80,0,0,0,1,0,1,0,1,1,0,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,51,0,0,1,0,1,1,1,1,1,1,0
8,234000,2.1,1150,0,1767.19720263553,1,2,0,0,0,0,0,0,0,40,0,2.5,0,0,100,0,0,4,0,10,0,1000,0,0,1228,24000,73,1,1,0,0,0,1,0,0,1,1,0
72,98000,36.0950602704023,111,1,0,0,0,0,0,0.664687749743121,0,60000,0,0,111,0,11.4912303766143,0,0,100,0,0,0,1,3,0,0,0,0,0,38000,38,0,0,1,0,0,0,1,1,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,58,0,0,1,0,1,1,1,1,1,1,0
10,165163,84.7,27827,2,0,1,1,0,11663,0,1,1000,0,0,10767,0,241.2,14,31,60,1,0,5,2,9,1,1300,1,0,1438,11000,37,1,0,0,0,0,0,0,0,1,1,0
67,11000,0,0,0,1767.19720263553,2,0,0,0,0.664687749743121,0,0,0,0,0,0,0,0,0,100,0,0,0,0,3,0,500,0,0,314,10000,28,1,0,0,1,0,1,0,1,1,1,0
17,207344,59,20481,0,1767.19720263553,2,1,1,19500,0,0,0,0,1,2494.41434114311,0,11.4912303766143,0,0,66.7,0,0,6,0,4,0,0,6,16629,1458,0,30,0,1,0,0,0,1,0,0,1,1,0
6,41100,3.2,1329,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,1,665,0,0,0,0,100,0,0,4,0,7,0,5100,0,0,0,0,28,0,1,0,0,0,1,1,1,1,1,0
110,58121,11.2,2036,0,1767.19720263553,0,0,0,0,1,0,0,0,0,45,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,353,0,51,0,0,1,0,0,1,1,0,1,1,0
4,73914,0.7,554,0,1767.19720263553,0,2,0,0,0.664687749743121,0,0,2,2,118,1,0.4,0,0,100,0,0,0,0,15,0,10000,0,0,0,13800,74,1,0,0,1,0,1,1,0,1,1,1
42,94100,0.3,182,1,0,0,0,0,0,0,1,6000,0,0,84,0,0.2,0,0,100,0,0,0,2,9,0,4000,0,0,290,10000,44,1,0,1,0,0,0,1,0,1,1,0
14,4600,99,4552,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,2,0,3,0,0,0,0,0,0,45,0,0,0,1,0,1,1,1,1,1,0
4,28454,49.6,14104,1,0,4,3,1,17145,0.664687749743121,1,0,0,1,2494.41434114311,0,11.4912303766143,8,13,81.8,0,0,0,1,6,0,0,0,0,397,0,72,0,0,1,0,0,0,0,0,1,0,0
20,92300,9.8,9003,2,0,2,1,0,0,0.664687749743121,1,0,0,1,1021,0,8.1,0,0,100,0,0,2,2,16,0,1200,0,0,0,12400,59,1,0,0,1,0,0,0,1,1,0,1
5,321000,49.1,491,1,0,0,6,0,0,1,1,320000,0,0,2494.41434114311,0,11.4912303766143,2,2,78.9,0,0,4,2,2,2,0,0,0,2407,0,30,0,0,0,0,0,0,1,0,0,0,0
24,22432,24,5373,0,1767.19720263553,0,9,1,22232,0.664687749743121,1,0,0,0,2494.41434114311,0,0,33,35,47.4,0,0,6,1,1,0,200,8,0,0,0,51,1,1,0,0,0,1,1,1,1,0,0
4,177246,39.8,91754,2,3008,1,11,3,98844,0.664687749743121,1,65500,1,2,5583,1,0,3,7,87.8,0,0,25,4,13,2,2400,1,0,0,0,21,0,0,0,1,0,0,0,0,0,0,1
49,19964,20.1,4018,0,1767.19720263553,4,2,1,12464,0.664687749743121,1,0,0,0,867,0,11.4912303766143,1,1,83.3,0,0,2,1,1,0,0,0,0,962,0,38,0,1,0,0,0,1,0,0,1,0,1
15,58647,24,14093,0,1767.19720263553,2,1,1,20647,0.664687749743121,0,0,0,1,300,1,3.1,0,0,100,0,0,0,0,8,0,5000,0,20647,637,10000,37,1,0,0,0,0,1,0,0,1,1,0
1,566667,54.8,26004,1,0,1,0,0,0,1,2,59991,0,0,13781,0,36.6,3,3,87,0,0,4,3,7,1,500,0,0,21,14000,47,1,1,0,0,0,0,0,0,1,0,0
432,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,0,0,1,1,1,1,1,0
58,0,36.0950602704023,0,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,1,2,0,0,0,0,7,0,0,0,63,0,0,1,0,0,1,1,1,1,1,0
8,285341,84.8,35288,0,1767.19720263553,2,4,2,38591,1,3,0,0,0,2494.41434114311,1,27.9,6,11,63,1,0,24,3,4,2,1500,4,15371,1805,0,28,0,1,0,0,0,1,0,0,0,0,0
11,8,100,8,0,1767.19720263553,1,7,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,1,73.7,2,1,1,0,1,0,0,1,2812,873,0,25,0,0,0,1,0,1,0,0,0,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,83,0,1,0,0,1,1,1,1,1,1,0
13,26104,76.3,19926,0,1767.19720263553,1,13,2,26104,0.664687749743121,2,0,0,0,2494.41434114311,0,11.4912303766143,1,1,66.7,0,2,9,2,0,0,0,14,14700,0,0,58,0,0,0,0,0,1,0,1,1,0,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,1,0,0,0,0,0,1,0,0,0,73,0,0,0,1,1,1,1,1,1,1,0
5,271796,57.7,32776,1,1767.19720263553,3,1,4,40996,1,1,215000,0,0,733,0,81.8,15,17,72.7,0,0,4,2,7,1,1100,0,26834,1902,10400,53,1,0,0,1,0,1,0,0,1,0,0
2,125048,46.8,58574,4,529,1,2,1,25610,0.664687749743121,3,0,1,2,7408,0,0,6,10,89.7,0,0,3,5,18,3,1500,0,0,0,0,41,1,0,0,1,0,0,0,1,1,0,0
8,42900,33.3,14299,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,2,5460,1,26.6,0,0,100,0,0,0,0,9,0,3300,0,0,0,10000,49,1,0,0,0,0,1,1,1,1,1,0
14,47654,97,23282,2,7532,0,3,0,0,1,3,0,0,2,2494.41434114311,0,11.4912303766143,0,0,92.3,1,0,8,3,4,0,0,0,0,247,0,25,0,1,0,0,0,0,1,0,1,0,0
39,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,1,2,0,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,1,1,1,1,1,0
8,255275,27.1,69305,1,0,8,2,4,87875,0.664687749743121,0,3400,0,0,216,0,0.6,0,0,100,0,0,0,1,20,0,7100,0,0,470,35000,72,1,0,0,0,0,0,0,0,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,95,0,0,1,0,1,1,1,1,1,1,0
11,390311,7.6,7997,3,0,4,4,2,14178,1,1,194700,1,2,604,0,0,0,0,94.4,0,0,2,3,14,1,500,0,9178,1151,15800,41,1,0,0,1,0,0,0,0,1,0,0
58,24869,27.5,6845,0,1767.19720263553,0,1,1,24869,0.664687749743121,1,0,0,0,2494.41434114311,0,11.4912303766143,9,9,0,0,0,0,1,0,0,0,0,0,0,0,63,0,1,0,0,0,1,1,1,1,0,1
33,11155,116.2,12962,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,2,0,0,2,0,0,0,4,0,0,0,41,0,0,0,1,0,1,0,1,1,0,0
8,99895,22.8,10392,0,1767.19720263553,2,0,1,10186,0,0,0,0,0,464,0,11.4912303766143,0,0,100,0,0,1,0,5,0,0,0,0,406,13000,52,0,0,1,0,0,1,0,0,1,1,1
20,291210,22.2,15914,1,0,2,2,1,20000,0,1,2000,0,0,706,0,0,0,0,100,0,0,0,2,10,0,4000,0,20000,1043,25000,75,1,0,1,0,0,0,0,0,1,0,0
2,16600,20.3,3363,1,3363,0,0,0,0,0.664687749743121,1,0,1,3,2494.41434114311,3,0,0,0,100,0,0,4,1,9,1,2500,0,0,0,0,27,1,1,0,0,0,0,1,1,1,0,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,1,1,1,1,1,1,0
41,105200,1.2,1233,2,0,2,0,0,0,0.664687749743121,0,9400,0,0,193,0,0,0,0,96,0,0,0,2,16,0,4000,0,0,0,20000,58,1,0,0,0,0,0,0,1,1,1,0
8,130600,5,6586,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,2,563,0,0,0,0,100,0,0,1,0,16,0,10000,0,0,0,13500,86,1,0,1,0,0,1,1,1,1,1,0
10,86815,58.6,50834,1,1767.19720263553,1,8,6,86215,0.664687749743121,4,0,0,0,2494.41434114311,0,11.4912303766143,20,24,21.1,0,1,2,5,4,1,0,6,5763,0,0,54,0,0,0,0,0,1,0,1,1,0,0
182,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,1,1,1,1,1,0
5,96647,6.7,3773,0,1767.19720263553,1,0,0,0,1,0,0,2,3,911,0,0,0,0,95.5,0,0,3,0,9,0,2400,1,0,254,10000,34,1,0,1,0,0,1,0,0,1,1,1
41,5245,93.1,4881,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,20,2,1,4,0,0,0,0,8,0,0,0,61,0,0,0,1,0,1,1,1,1,1,0
65,300,0,0,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,1,0,154,0,29,0,0,0,0,0,1,1,0,1,1,1
9,43160,76.3,17673,0,1767.19720263553,4,0,2,21846,1,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,241,0,77,1,1,0,0,0,1,0,0,1,1,0
22,41800,2.4,986,1,0,0,1,0,0,0.664687749743121,0,1400,0,1,329,0,11.4912303766143,0,0,100,0,0,3,1,6,0,0,0,0,0,13600,61,1,0,0,1,0,0,1,0,1,1,1
7,31607,32.5,10270,0,1767.19720263553,3,3,1,13107,0.664687749743121,0,0,0,0,271,0,11.4912303766143,0,0,100,0,0,4,0,2,0,0,0,0,0,19000,33,0,0,0,1,0,1,0,1,1,1,0
19,17625,78.5,13844,1,2420,0,1,1,9525,0.664687749743121,0,12025,0,0,2494.41434114311,1,54.2,2,2,73.3,0,1,3,2,7,0,600,1,0,0,0,36,1,0,1,0,0,0,1,1,1,1,0
2,191316,26,67326,1,1767.19720263553,4,0,1,27793,0.664687749743121,0,0,3,4,1857,0,12.4,0,0,100,0,0,9,0,13,0,2200,0,27793,236,12000,62,1,0,0,1,0,1,0,0,1,1,1
7,38962,95.4,37175,0,1767.19720263553,0,3,2,25491,0.664687749743121,2,0,0,1,2494.41434114311,0,11.4912303766143,20,26,40,0,0,7,2,1,1,0,1,11598,0,0,55,0,1,0,0,0,1,1,1,1,0,0
14,125265,53.9,14005,1,0,3,0,0,0,1,0,6000,0,1,2494.41434114311,0,0,0,0,100,0,0,1,1,6,0,500,0,0,632,0,41,1,0,0,0,0,0,0,0,1,1,0
65,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73,0,0,0,1,0,1,1,1,1,1,0
234,1000,61.3,613,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,78,0,0,0,1,0,1,1,1,1,1,0
12,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,0,2,0,0,0,0,2,0,0,0,46,0,0,1,0,0,1,1,1,1,1,0
10,56219,48.8,27419,1,0,0,1,1,22419,0.664687749743121,0,23219,0,0,2305,0,13,0,0,100,0,0,0,2,7,1,6400,0,0,0,11200,24,1,0,0,0,0,0,1,1,1,1,1
1,7789,66.6,5184,1,0,3,0,3,5089,0.664687749743121,0,2500,1,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,1,2,0,0,0,0,0,0,71,0,0,0,1,0,0,0,1,1,1,0
28,0,36.0950602704023,0,1,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,71,0,0,1,0,0,1,1,1,1,1,0
1,80663,41.7,33654,2,0,1,1,1,15763,0.664687749743121,1,3500,2,2,5581,0,11.4912303766143,0,0,100,0,0,1,3,10,1,0,0,0,0,18400,49,1,1,0,0,0,0,0,1,1,0,1
3,180445,83.9,94230,0,1767.19720263553,6,1,3,50895,0,0,23607,0,0,2494.41434114311,1,52.6,14,23,66.7,0,0,4,1,4,0,5000,0,0,359,0,42,1,0,0,0,0,1,0,0,0,1,0
54,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,1,0,1,1,1,1,1,0
10,44500,5.3,2338,1,0,0,0,0,0,0.664687749743121,1,0,1,1,779,0,0,0,0,100,0,0,0,1,10,0,4000,0,0,0,0,55,0,0,0,0,0,0,1,0,1,0,1
463,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,1,1,1,1,1,0
7,215567,0.9,516,0,1767.19720263553,2,2,0,0,0,0,25000,1,3,29,0,1.4,0,0,100,0,0,3,1,15,1,7000,0,0,188,16000,39,1,1,0,0,0,1,0,0,1,1,1
145,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,1,1,1,1,1,0
7,10733,96.6,10367,0,1767.19720263553,1,0,1,10733,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,4,4,0,0,0,0,9,0,0,0,46,0,0,1,0,0,1,0,1,1,1,1
3,51097,80.2,41005,0,1767.19720263553,0,2,1,28397,0.664687749743121,0,28397,1,1,2494.41434114311,1,57.2,0,0,100,0,0,5,1,9,1,5000,0,0,0,0,92,1,1,0,0,0,1,1,1,1,1,0
159,0,36.0950602704023,0,0,1767.19720263553,0,2,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,66.7,0,2,0,0,0,0,0,2,0,0,0,39,0,0,0,1,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,2,0,0,0,0,0,2,0,0,0,51,0,0,1,0,1,1,1,1,1,1,0
3,15640,76.3,11932,0,1767.19720263553,1,0,1,9675,0.664687749743121,0,0,0,0,2494.41434114311,2,0,0,0,100,0,0,1,0,5,0,1200,0,0,0,0,35,1,0,0,0,0,1,0,1,1,1,0
14,477,100,477,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,1,0,0,1,0,0,0,1,0,0,0,22,0,0,1,0,0,1,1,1,1,0,0
6,85636,86.7,74286,0,1767.19720263553,2,9,4,58636,0.664687749743121,4,0,1,1,2494.41434114311,1,18.5,1,2,95.7,0,0,6,4,9,2,6200,0,24000,0,0,43,1,1,0,0,0,1,0,1,1,0,0
3,46975,67.6,31741,1,0,1,6,1,32475,0.664687749743121,1,32475,1,1,2494.41434114311,0,11.4912303766143,12,18,73.9,0,0,16,2,5,2,0,0,5148,1209,0,41,0,0,0,0,0,0,0,0,1,0,0
20,32449,74.3,24113,0,1767.19720263553,1,3,1,32449,0.664687749743121,1,0,0,0,2494.41434114311,0,11.4912303766143,15,16,0,0,1,12,2,0,0,0,14,0,235,0,69,0,1,0,0,0,1,0,1,1,0,0
2,7500,50,3750,0,1767.19720263553,0,0,2,7500,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,9,0,0,0,0,0,0,0,0,24,0,1,0,0,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,1,1,1,1,1,1,0
8,101449,0,18496,2,0,0,3,1,36449,0.664687749743121,1,400,1,2,0,0,0,0,0,100,0,0,1,3,10,0,800,0,0,1997,12000,22,1,0,0,1,0,0,1,0,1,1,1
11,512334,67.4,76331,2,1997,7,3,1,24609,1,0,5000,0,1,14525,0,20.6,15,16,88.2,0,0,5,2,11,0,7200,0,28492,301,16100,42,1,0,0,1,0,0,0,0,0,1,0
98,9382,57.4,5384,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,1,1,1,1,1,1,1,0
63,0,36.0950602704023,0,0,1767.19720263553,4,4,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,1,1,58.3,0,1,2,0,1,0,0,7,0,0,0,67,0,1,0,0,0,1,0,1,1,1,0
63,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,1,1,1,1,0
19,8000,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,3,2494.41434114311,0,0,0,0,91.7,0,0,0,0,5,0,200,0,0,0,0,53,1,1,0,0,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,4,0,0,0,30,0,1,0,0,1,1,1,1,1,1,0
25,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,1,1,1,1,1
30,0,36.0950602704023,0,0,1767.19720263553,1,5,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,71.4,0,1,0,0,0,0,0,2,0,0,0,55,0,1,0,0,0,1,0,1,1,1,0
1,1000,61.7,650,2,1767.19720263553,0,1,0,0,0.664687749743121,0,0,2,2,2494.41434114311,0,11.4912303766143,0,0,81.8,0,0,10,0,5,0,0,0,0,0,0,62,0,1,0,0,0,1,1,1,1,1,0
4,2006,51.3,1030,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,2,2,2494.41434114311,0,11.4912303766143,0,0,100,0,0,2,0,2,0,0,0,0,0,0,84,0,0,0,1,0,1,1,1,1,1,0
7,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,1,2494.41434114311,0,11.4912303766143,0,0,25,0,0,3,0,0,0,0,11,0,0,0,21,0,0,0,1,0,1,1,1,1,1,0
46,2000,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,0,0,0,66.7,0,0,0,0,1,0,2000,1,0,0,0,48,1,0,1,0,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,78,0,0,0,0,1,1,1,1,1,1,0
6,242756,86.5,49427,0,1767.19720263553,2,1,2,50856,0,0,24456,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,5,1,1,1,0,0,0,1360,11300,64,0,0,0,1,0,1,0,0,1,1,0
12,524700,5.3,150892,0,1767.19720263553,3,2,0,0,1,0,0,1,1,944,3,0.5,1,1,95.3,0,0,2,0,19,0,4000,0,0,604,13000,41,1,1,0,0,0,1,0,0,0,1,0
1,100012,43.4,13013,2,0,0,6,1,4912,2,0,4912,0,1,6677,3,8.5,29,42,75.6,1,0,6,2,16,1,3000,0,4912,501,0,57,1,0,1,0,0,0,1,0,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,47,0,1,0,0,1,1,1,1,1,1,0
53,0,36.0950602704023,0,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0,0,1,1,1,1,1,0
24,100400,13,29160,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,7290,0,11.4912303766143,0,0,93.3,0,0,0,0,12,0,0,0,0,0,55000,100,1,0,0,1,0,1,1,1,1,1,0
10,258004,7.4,4316,1,0,0,0,1,1604,1,0,6000,0,0,574,1,9.3,0,0,100,0,0,0,1,9,1,3600,0,0,411,17600,48,1,1,0,0,0,0,1,0,1,1,0
15,400,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,2,0,2,2,0,1,0,6,0,1,0,400,2,0,0,0,41,0,0,0,0,0,1,1,1,1,1,0
6,22070,10.5,2325,1,974,1,1,1,20070,0.664687749743121,1,20070,0,0,2494.41434114311,0,0,2,2,76.9,0,1,1,2,4,1,1000,6,0,0,0,46,0,0,0,1,0,0,0,1,1,0,0
2,149280,19.8,21338,7,467,4,5,1,30780,0,1,2500,2,2,224,1,3,8,8,94.4,0,0,1,6,19,3,6000,0,0,421,0,65,1,0,1,0,0,0,0,0,1,0,1
2,190357,72.8,68752,2,745,14,11,3,90089,1,1,32467,0,0,2494.41434114311,0,11.4912303766143,2,2,88.5,1,0,2,5,4,1,0,2,25326,970,0,41,0,0,0,0,0,0,0,0,1,0,1
1,45763,11.1,5089,1,0,0,4,0,0,0.664687749743121,0,1300,2,4,0,3,0,0,0,100,0,0,1,1,15,0,3600,0,0,0,10000,25,1,0,0,1,0,0,1,0,1,1,0
10,93119,1.4,50866,1,0,1,3,0,0,0.664687749743121,0,2500,0,0,2494.41434114311,0,0,0,0,100,0,0,2,1,6,0,500,0,0,200,0,43,1,0,0,1,0,0,0,1,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,62,0,1,0,0,1,1,1,1,1,1,0
