M_SNC_MST_RCNT_ACT_OPN,TOT_HI_CRDT_CRDT_LMT,RATIO_BAL_TO_HI_CRDT,AGRGT_BAL_ALL_XCLD_MRTG,N_OF_SATISFY_FNC_REV_ACTS,AVG_BAL_ALL_FNC_REV_ACTS,N_BANK_INSTLACTS,N_FNC_INSTLACTS,N_SATISFY_INSTL_ACTS,TOT_INSTL_HI_CRDT_CRDT_LMT,M_SNC_MSTRCNT_MRTG_ACT_UPD,N_SATISFY_PRSNL_FNC_ACTS,TOT_OTHRFIN_HICRDT_CRDTLMT,N_BC_ACTS_OPN_IN_12M,N_BC_ACTS_OPN_IN_24M,AVG_BAL_ALL_PRM_BC_ACTS,N_RETAIL_ACTS_OPN_IN_24M,RATIO_RETAIL_BAL2HI_CRDT,N_30D_RATINGS,N_30D_AND_60D_RATINGS,PRCNT_OF_ACTS_NEVER_DLQNT,N_ACTS_90D_PLS_LTE_IN_6M,N_DEROG_PUB_RECS,N_INQUIRIES,N_FNC_ACTS_VRFY_IN_12M,N_OPEN_REV_ACTS,N_FNC_ACTS_OPN_IN_12M,HI_RETAIL_CRDT_LMT,N_PUB_REC_ACT_LINE_DEROGS,AUTO_HI_CRDT_2_ACTUAL,MRTG_1_MONTHLY_PAYMENT,PREM_BANKCARD_CRED_LMT,AGE,D_DEPTCARD,D_REGION_A,D_REGION_B,D_REGION_C,D_NA_M_SNC_MST_RCNT_ACT_OPN,D_NA_AVG_BAL_ALL_FNC_REV_ACTS,D_NA_M_SNCOLDST_BNKINSTL_ACTOPN,D_NA_M_SNC_OLDST_MRTG_ACT_OPN,D_NA_M_SNC_MST_RCNT_MRTG_DEAL,D_NA_RATIO_PRSNL_FNC_BAL2HICRDT,PURCHASE
118,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,1,1,1,1,0
16,322480,61.7,28382,0,1767.19720263553,1,3,0,0,0,1,0,0,2,13317,0,17.5,5,5,93.5,0,0,3,1,14,0,4300,0,0,1614,25000,32,1,1,0,0,0,1,1,0,1,1,0
14,14000,2.1,292,1,0,0,0,0,0,0.664687749743121,1,0,0,1,2494.41434114311,1,0,0,0,100,0,0,0,1,4,0,1500,0,0,0,0,49,0,0,1,0,0,0,1,1,1,0,1
4,31930,54.6,17421,0,1767.19720263553,0,1,1,16330,0.664687749743121,0,16330,1,3,67,0,0,8,12,80,0,0,1,1,7,1,1000,0,0,0,10500,52,1,0,0,1,0,1,1,1,1,1,1
3,55781,75.9,42359,0,1767.19720263553,0,23,4,51781,0.664687749743121,4,0,1,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,4,1,1,0,0,0,215,0,24,0,0,0,0,0,1,1,1,1,0,0
30,13700,19.6,2688,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2688,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,15000,78,0,0,0,1,0,1,1,1,1,1,0
22,151318,25.2,14320,0,1767.19720263553,0,1,1,22718,1,1,0,0,2,0,0,11.4912303766143,1,1,95.2,0,0,1,1,11,0,0,0,22718,857,15000,45,0,1,0,0,0,1,1,0,1,0,0
14,221700,1,32760,5,22,0,4,1,40000,0.664687749743121,1,55000,0,1,207,0,11.4912303766143,0,0,96.4,0,0,2,2,15,0,0,0,0,0,0,61,0,0,0,0,0,0,1,0,1,1,1
110,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,6,15,50,0,0,0,0,0,0,0,0,0,1318,0,47,0,1,0,0,0,1,1,0,0,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,2,0,0,0,0,0,0,0,0,67,0,1,0,0,1,1,1,1,1,1,0
13,483932,9.8,36207,1,0,1,1,0,0,1,0,0,0,1,1534,0,0,3,4,95.5,0,0,2,1,9,0,200,1,0,2671,11500,23,1,0,0,0,0,0,0,0,1,1,0
5,300,144.7,434,0,1767.19720263553,0,1,1,300,0.664687749743121,1,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,5,1,0,1,0,10,0,0,0,48,0,0,0,1,0,1,1,1,1,0,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,1,1,1,1,1,1,0
6,146080,51,34054,2,1378,3,4,1,19730,1,3,23200,1,1,8007,1,16.7,0,0,100,0,0,2,4,12,1,7600,0,0,344,16800,58,1,0,0,0,0,0,0,0,1,0,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,42,0,0,1,0,1,1,1,1,1,1,0
5,185471,62.6,44419,1,748,5,5,2,44738,0,0,2100,1,2,10001,0,41.7,10,15,58.6,0,0,5,2,11,0,3100,1,0,1071,0,37,1,0,0,1,0,0,0,0,0,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,35,0,0,0,0,1,1,1,1,1,1,0
13,563798,2,1404,2,0,0,2,0,0,0,3,0,0,1,49,0,0,0,0,96.6,0,0,6,2,13,0,1500,0,0,2713,14000,36,1,0,0,1,0,0,1,0,1,0,1
6,32658,94.2,30769,0,1767.19720263553,0,4,2,32171,0.664687749743121,2,0,2,5,2494.41434114311,0,11.4912303766143,10,14,20,5,1,12,2,1,1,0,7,0,0,0,26,0,0,0,1,0,1,1,1,1,0,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,2,0,0,0,42,0,1,0,0,1,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,61,0,0,1,0,1,1,1,1,1,1,0
189,19000,4,760,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,713,0,11.4912303766143,0,0,100,0,0,0,0,2,0,0,0,0,0,13000,23,0,1,0,0,0,1,1,1,1,1,0
61,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,0,1,1,1,1,1,0
30,17265,77.1,13312,0,1767.19720263553,0,3,1,17265,0.664687749743121,1,0,0,0,2494.41434114311,0,11.4912303766143,0,0,66.7,0,0,2,1,0,0,0,1,0,256,0,64,0,0,0,0,0,1,1,1,1,0,0
1,45600,0,0,2,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,0,1,0,0,0,100,0,0,0,0,10,0,4000,0,0,0,32000,37,1,0,0,0,0,1,1,0,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,55,0,0,0,0,1,1,1,1,1,1,0
220,22000,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,0,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,22000,30,0,1,0,0,0,1,1,1,1,1,0
1,301475,64.5,30759,2,3062,5,1,4,10375,2,1,263800,0,1,8855,1,78,0,0,100,0,0,2,3,7,1,1500,0,0,85,10000,67,1,1,0,0,0,0,0,0,1,0,1
4,100084,34.3,9321,0,1767.19720263553,0,7,2,26988,0,4,0,0,0,2494.41434114311,0,11.4912303766143,8,8,64.3,1,0,3,5,0,2,0,3,0,460,0,75,0,0,0,1,0,1,1,0,0,0,1
5,113800,4.8,3460,1,1557,11,5,0,0,0,0,4500,1,3,476,0,11.4912303766143,4,4,90.3,0,0,1,1,8,1,0,0,0,429,18500,90,0,1,0,0,0,0,0,0,1,1,1
420,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,1,1,0,0,1,0,0,0,0,0,1,0,257,0,36,0,0,0,1,0,1,1,0,0,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,21,0,0,0,0,1,0,0,0,37,0,0,0,0,1,1,1,1,1,1,0
32,1100,72.7,800,1,0,0,3,0,0,0.664687749743121,0,300,0,0,2494.41434114311,0,11.4912303766143,1,2,41.7,0,0,4,1,2,0,0,13,0,0,0,37,0,1,0,0,0,0,1,1,1,1,0
3,200435,1.8,46386,0,1767.19720263553,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100,0,0,2,0,6,0,2000,0,0,291,0,42,1,0,0,0,0,1,1,0,1,1,1
126,16400,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,0,0,11.4912303766143,0,0,100,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0,1,1,1,1,1,1
6,312800,1,29239,3,16,0,4,0,0,0,1,2100,1,1,14596,0,11.4912303766143,2,2,92.6,0,0,2,3,9,0,0,0,0,597,1e+05,73,0,1,0,0,0,0,1,0,1,0,1
12,44500,17.8,7912,2,0,1,0,0,0,0.664687749743121,2,0,2,2,3956,0,0,0,0,94.7,0,0,0,1,7,0,1200,0,0,900,12500,49,1,0,0,1,0,0,0,0,1,0,1
5,137487,5.3,7241,1,0,1,0,1,20487,0.664687749743121,1,0,1,1,71,0,0,0,0,100,0,0,0,1,17,1,1500,0,0,338,10800,49,1,1,0,0,0,0,0,1,1,0,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,55,0,0,0,1,1,1,1,1,1,1,0
52,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,1,3,0,0,0,0,10,0,0,0,64,0,1,0,0,0,1,1,1,1,1,0
16,1100,16,176,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,2,0,1,0,0,0,0,0,0,33,0,1,0,0,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,50,0,1,0,0,1,1,1,1,1,1,0
125,19200,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,0,0,11.4912303766143,0,0,100,0,0,0,0,2,0,0,0,0,0,11900,47,0,0,0,0,0,1,1,1,1,1,0
29,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,0,8,0,0,0,0,4,0,0,0,42,0,0,1,0,0,1,1,1,1,1,0
22,49300,2.7,1310,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,655,0,0,0,0,100,0,0,0,0,7,0,6500,0,0,0,17300,49,1,0,0,0,0,1,1,1,1,1,0
14,16183,3.1,501,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,0,290,0,11.6,9,10,64.3,0,0,4,0,4,0,1000,0,0,0,10800,21,1,1,0,0,0,1,1,0,1,1,0
27,70200,2.3,682,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,682,0,0,0,0,100,0,0,0,0,7,0,1000,0,0,0,18000,37,1,1,0,0,0,1,1,1,1,1,1
15,25458,17.8,4537,0,1767.19720263553,1,4,0,0,0.664687749743121,0,0,0,1,4432,1,3.8,0,0,88.9,0,0,0,0,6,0,1000,0,16541,0,20000,45,1,0,0,0,0,1,0,1,1,1,0
3,60700,0.7,439,2,1767.19720263553,0,2,0,0,0.664687749743121,0,0,2,3,0,0,0,1,1,96,0,0,2,0,15,0,4000,0,0,772,12000,49,1,0,0,1,0,1,1,0,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,1,1,1,1,1,1,1,0
36,0,36.0950602704023,0,0,1767.19720263553,0,9,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80,0,0,5,0,0,0,0,8,0,0,0,53,0,0,0,1,0,1,1,1,1,1,0
227,14000,1.8,257,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,257,0,0,0,0,100,0,0,0,0,2,0,200,0,0,0,13800,28,1,0,0,0,0,1,1,1,1,1,0
29,0,36.0950602704023,0,1,1767.19720263553,0,0,0,0,0.664687749743121,1,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,64,0,0,0,0,0,1,1,1,1,1,1
9,254724,25.9,13044,1,1767.19720263553,0,1,1,27923,1,0,232223,0,0,620,1,0,1,1,95.2,0,0,2,2,14,1,2500,0,0,1729,12500,39,1,0,0,1,0,1,1,0,1,1,0
135,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,1,1,1,1,1,0
18,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0,1,0,1,1,1,1,1,0
2,64000,0.1,57,2,0,1,0,0,0,0.664687749743121,0,0,2,2,19,0,0,1,1,95.2,0,0,3,2,18,1,4000,0,0,0,10000,46,1,0,1,0,0,0,0,1,1,1,0
2,68612,28.4,12492,0,1767.19720263553,2,1,2,38962,0,0,36476,0,0,2494.41434114311,0,11.4912303766143,1,1,85.7,0,0,2,2,1,1,0,0,0,276,0,62,1,0,0,0,0,1,0,0,1,1,1
39,6625,103.4,6848,0,1767.19720263553,0,0,2,6625,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,1,4,0,0,0,0,8,0,0,0,47,0,0,0,1,0,1,1,1,1,1,0
12,253966,48.9,30079,2,1767.19720263553,1,3,1,34967,0,1,0,0,1,1505,1,42,10,12,69.6,2,0,8,1,6,0,7500,6,0,185,20000,43,0,0,1,0,0,1,0,0,0,0,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,34,0,1,0,0,1,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,54,0,0,0,1,1,1,1,1,1,1,0
60,128266,36.0950602704023,0,0,1767.19720263553,1,0,0,0,1,2,0,0,0,2494.41434114311,0,11.4912303766143,6,8,62.5,0,0,0,2,0,0,0,1,0,303,0,56,0,0,0,0,0,1,0,0,0,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,28,0,0,1,0,1,1,1,1,1,1,0
2,42973,27.4,11766,1,1951,4,1,1,17973,0.664687749743121,0,6000,0,0,0,1,0,0,0,100,0,0,1,1,4,1,5800,0,17973,0,0,100,0,0,0,0,0,0,0,1,1,1,0
186,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,0,1,0,0,0,1,1,1,1,1,0
26,43400,3.3,1450,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,483,0,0,0,0,100,0,0,0,0,9,0,2000,0,0,0,15000,36,1,0,0,1,0,1,1,1,1,1,0
6,18500,100,18500,0,1767.19720263553,0,0,2,18500,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,1,1,1,1,1,0
86,2335,100,2335,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,50,1,0,1,0,0,0,0,4,0,0,0,76,0,1,0,0,0,1,0,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,1,0,0,0,0,0,1,0,0,0,63,0,1,0,0,1,1,1,1,1,1,0
11,108172,100.8,21840,1,20269,0,0,0,0,1,2,0,0,0,2494.41434114311,0,11.4912303766143,4,5,62.5,0,1,2,2,3,2,0,1,0,733,0,64,0,1,0,0,0,0,1,0,0,0,0
20,407398,61.9,63034,0,1767.19720263553,2,5,1,72498,1,1,0,0,0,5830,0,23.4,23,27,78.9,1,0,36,3,4,0,2900,1,36545,2430,10000,52,1,1,0,0,0,1,0,0,0,0,0
93,0,36.0950602704023,0,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,38,0,1,0,0,0,1,0,1,1,1,0
139,500,11.2,56,0,1767.19720263553,0,2,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,1,0,2,0,0,0,0,0,0,62,0,0,0,0,0,1,1,1,1,1,0
11,24000,15.8,3796,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,1,3726,0,11.4912303766143,0,0,100,0,0,0,0,2,0,0,0,0,0,23000,48,0,1,0,0,0,1,1,1,1,1,0
5,97947,84.7,82976,0,1767.19720263553,1,1,1,8161,0.664687749743121,1,0,0,1,16052,0,11.4912303766143,0,0,94.1,0,0,4,1,7,1,0,0,0,0,31000,40,0,0,1,0,0,1,0,1,1,0,1
2,31800,1.8,562,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,3,168,1,0,0,0,100,0,0,2,0,13,0,3000,0,0,0,11300,47,1,0,0,0,0,1,1,1,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,55,0,0,0,1,1,1,1,1,1,1,0
18,215602,40.9,6382,0,1767.19720263553,1,1,0,0,0,0,0,0,0,6161,0,11.4912303766143,0,0,100,0,0,1,0,2,0,0,0,0,1135,28000,37,0,0,0,0,0,1,0,0,1,1,0
4,12500,91,11377,0,1767.19720263553,2,0,2,10500,0.664687749743121,0,0,1,1,2494.41434114311,1,11.4912303766143,1,1,85.7,0,0,3,0,2,0,0,2,26690,0,0,34,0,0,0,0,0,1,0,1,1,1,0
119,0,36.0950602704023,0,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,1,0,1,1,1,0
4,198033,31.8,62937,2,2844,1,18,4,82633,0.664687749743121,1,58950,0,2,5284,0,1.3,8,9,91.3,0,0,14,5,17,2,4700,0,24683,757,11200,56,1,0,0,0,0,0,0,0,1,0,0
4,394493,34.7,11403,2,87,1,1,1,13300,1,1,362793,1,2,2700,2,15.2,1,1,94.7,0,0,6,4,11,1,2000,0,0,2986,0,88,1,0,0,1,0,0,0,0,1,0,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,1,1,1,1,1,1,0
25,21747,0.6,125,1,0,0,0,0,0,0.664687749743121,0,7500,0,0,2494.41434114311,0,1,0,0,100,0,0,1,1,8,0,5000,0,0,0,0,27,1,0,0,1,0,0,1,1,1,1,1
17,6000,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0,1,0,1,1,1,1,1,1
7,11100,10.9,1210,1,322,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,3,12.2,24,37,68.7,0,0,1,1,10,1,2500,0,0,0,0,59,1,0,0,1,0,0,1,1,1,1,0
7,500,105.2,526,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,1,2494.41434114311,0,11.4912303766143,0,0,50,0,4,5,0,1,0,0,5,0,0,0,27,0,0,0,0,0,1,1,1,1,1,1
8,234505,90.2,31120,0,1767.19720263553,2,11,2,31305,0,0,31305,0,0,2494.41434114311,0,11.4912303766143,6,7,78.3,0,3,15,2,1,2,0,3,35000,1660,0,65,0,0,0,0,0,1,0,0,0,1,0
36,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0,1,1,1,1,1,0
19,350225,21.4,57678,0,1767.19720263553,2,0,1,55325,1,0,260000,0,0,2487,0,0,0,0,85.7,0,0,1,1,6,0,500,0,0,1715,11200,57,1,1,0,0,0,1,0,0,1,1,0
254,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,39,0,0,1,0,0,1,1,1,1,1,0
42,49152,1,491,0,1767.19720263553,0,3,0,0,0.664687749743121,0,0,0,0,152,0,0.7,0,0,100,0,0,0,0,5,0,2000,0,0,315,13800,45,1,0,0,0,0,1,1,0,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,3,0,0,0,0,0,5,0,0,0,41,0,0,0,0,1,1,1,1,1,1,0
69,4000,94.3,3773,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,1,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,33,0,1,0,0,1,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,1,1,1,1,1,1,1,0
5,802633,10.4,109447,0,1767.19720263553,0,0,0,0,0,1,0,0,2,530,1,38.5,0,0,96.3,0,0,3,1,6,0,5200,1,0,0,0,48,0,1,0,0,0,1,1,0,1,1,0
9,3773,66.1,2495,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,1,0,1,3,75,0,0,1,0,5,0,500,1,0,0,0,100,1,1,0,0,0,1,1,1,1,1,0
7,39001,90.3,35219,0,1767.19720263553,1,1,1,29996,0.664687749743121,0,0,1,2,2494.41434114311,2,67.4,1,1,87.5,0,0,7,0,6,0,3900,0,5500,0,0,36,0,1,0,0,0,1,0,1,1,1,0
0,31900,7.6,2432,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,2,4,811,0,11.4912303766143,0,0,100,0,0,4,0,4,0,0,0,0,0,0,47,0,0,0,0,0,1,0,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,64,0,0,0,0,1,1,1,1,1,1,0
8,110298,90.1,19013,3,1485,1,9,2,14898,1,1,105098,0,0,2494.41434114311,0,11.4912303766143,2,3,84.2,0,0,11,6,4,5,0,0,6622,794,0,54,1,0,0,1,0,0,0,0,1,0,0
7,56459,43,24294,1,1767.19720263553,1,1,1,27060,0.664687749743121,0,0,1,2,393,0,11.4912303766143,1,1,90,0,0,0,0,7,0,0,0,0,659,10000,96,0,0,0,1,0,1,0,0,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,1,0,0,0,0,0,1,0,0,0,53,0,1,0,0,1,1,1,1,1,1,0
3,388836,0.7,285,0,1767.19720263553,0,1,0,0,0,0,0,1,2,75,0,0,2,2,88.2,0,0,0,0,10,0,1500,0,0,3214,23000,52,1,1,0,0,0,1,1,0,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,2,0,0,0,0,0,2,0,0,0,51,0,0,0,1,1,1,1,1,1,1,1
23,31500,0,0,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,1,0,0,11.4912303766143,0,0,100,0,0,0,0,5,0,0,0,0,0,15000,55,0,1,0,0,0,1,0,1,1,1,0
3,8384,28.6,2394,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,2,2,2494.41434114311,0,11.4912303766143,0,0,77.8,0,1,6,0,3,0,0,3,0,0,0,43,0,0,0,0,0,1,1,1,1,1,0
8,11087,52.2,5792,0,1767.19720263553,0,9,1,11087,0.664687749743121,0,11087,1,1,2494.41434114311,0,11.4912303766143,1,2,72.7,1,0,0,2,0,1,0,2,21484,0,0,75,0,0,1,0,0,1,1,1,1,1,0
3,365707,32.7,26399,1,517,5,3,1,34007,1,0,8700,0,0,1563,1,11.8,3,3,91.9,0,0,2,1,7,0,4000,0,25762,1176,23000,21,1,0,0,0,0,0,0,0,1,1,0
15,58787,86.2,50672,0,1767.19720263553,1,7,2,53687,0.664687749743121,2,0,0,0,2494.41434114311,0,22.8,0,0,90,0,1,0,2,1,0,5100,2,0,0,0,83,0,0,1,0,0,1,0,1,1,0,1
1,378700,11.8,57760,0,1767.19720263553,1,0,1,57000,1,0,303000,0,0,1149,2,0,0,0,100,0,0,6,1,4,1,500,0,0,2210,12500,84,1,0,1,0,0,1,0,0,1,1,0
3,152709,15.3,23371,5,0,3,2,0,0,0.664687749743121,0,25000,3,4,2100,1,1.8,0,0,92,0,0,2,3,20,0,1700,0,0,674,15400,42,1,0,1,0,0,0,0,0,1,1,1
95,30517,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,0,0,0,0,0,100,0,0,1,0,3,0,200,0,0,0,18000,36,1,1,0,0,0,1,1,1,1,1,0
